time,open,high,low,close,Volume,Volume MA
1598313600,11755.1675,11771.9825,11113.87,11327.7775,28548.00358503,26091.340797169334
1598400000,11327.705,11612.1975,11252.9325,11470.0925,17586.23149811,25225.844197960334
1598486400,11467.09,11598.1575,11126.615,11320.96,27584.49613626,24513.154331428836
1598572800,11325.72,11553.24,11289,11538.1775,20818.7998072,24835.914953961335
1598659200,11537.465,11584.415,11421.0575,11476.0725,9507.40804352,24686.595293799834
1598745600,11475.4225,11716.2325,11465.86,11713.08,10055.62513549,23200.387116219834
1598832000,11714.0825,11781.8575,11577.34,11657.2675,17691.49853369,21998.074478402334
1598918400,11658.1025,12072.2525,11528.29,11925.9375,30545.22542987,22295.011844600835
1599004800,11922.5575,11955.2125,11166.905,11397.7725,42338.66241676,22981.20088304183
1599091200,11397.7475,11477.3225,10004.465,10171.66,64512.33912837,24983.26041159833
1599177600,10171.5375,10638.5725,9924.1675,10470.58,52264.98423281,26562.906516790834
1599264000,10471.5225,10567.8575,9849.325,10166.6325,43347.33500578,28025.133209530835
1599350400,10166.9575,10353.8275,10003.365,10258.09,17944.30519986,26737.143552523332
1599436800,10258.355,10414.165,9879.525,10378.3725,26490.62699211,26248.802569512838
1599523200,10379.2975,10442.1825,9836.43,10126.5975,34442.47661958,26273.338760099334
1599609600,10126.9275,10349.595,9984.3225,10230.265,20358.5614962,26411.650651546835
1599696000,10224.53,10493.5,10221.5525,10346.9775,26785.65618013,26386.948183178836
1599782400,10353.27,10412.255,10204.6,10397.115,16659.28704485,26477.926927887333
1599868800,10398.9425,10480.1625,10277.7975,10446.5425,11907.64338113,26638.172789013333
1599955200,10447.61,10579.535,10215.5675,10335.125,18176.61041869,26878.288814271837
1600041600,10336.025,10757.6625,10252.8975,10678.515,26686.53652668,26785.215461354335
1600128000,10676.8725,10940.065,10616.0875,10785.185,24970.59978599,27154.433875748335
1600214400,10785.71,11099.7125,10665.705,10955.3775,24750.75576008,27012.74685693933
1600300800,10953.6575,11047.5,10742.97,10944.9075,19229.84995583,26933.299364370836
1600387200,10946.64,11039.885,10816.3425,10935.2675,16539.23203264,27284.89056382684
1600473600,10937.1075,11180.7775,10894.34,11081.2575,10420.87803324,27303.15320871434
1600560000,11079.2625,11081.435,10762.7825,10921.11,12168.15099955,27026.98583200734
1600646400,10920.915,10993.4575,10264.16,10415.95,33169.2052006,27158.18482054384
1600732800,10418.82,10575.6275,10357.85,10535.13,17072.90484582,25894.89694199684
1600819200,10532.25,10540.36,10136.78,10234.5225,20680.67738635,23703.31385489584
1600905600,10236.13,10793.0075,10193.29,10749.985,23035.06027078,22241.81765679434
1600992000,10743.3475,10763.1775,10555.5225,10691.8375,21458.87198455,21147.394505732846
1601078400,10692.9925,10830.5425,10658.6975,10731.0575,8218.40062102,20661.099276790843
1601164800,10731.4225,10803.1125,10597.205,10777.975,8357.66881709,19754.451368039845
1601251200,10779.07,10952.065,10630.8075,10694.3675,18641.70642574,18964.41285834784
1601337600,10689.7125,10863.9625,10638.9925,10841.27,16080.8519434,18750.52738070784
1601424000,10843.19,10847.07,10663.015,10779.1975,14193.74134728,18120.93163906534
1601510400,10781.775,10933.495,10440.445,10621.26,29300.1208334,18752.97332849284
1601596800,10616.7775,10664.1625,10376.45,10575.665,23839.69887288,19349.57610308034
1601683200,10573.93,10605.415,10501.665,10553.77,6016.92297802,18741.59173104684
1601769600,10550.8125,10695.945,10527.1,10673.18,6414.60729253,17727.99526933934
1601856000,10671.41,10801.43,10624.7075,10796.145,13137.0969445,17136.320127264837
1601942400,10798.5575,10801.7125,10526.6975,10605.925,17202.78920446,16758.921799483836
1602028800,10604.4575,10682.2775,10550.5225,10670.07,15580.20691903,16576.439647643834
1602115200,10670.0825,10962.8675,10536.7925,10930.3575,23869.78473022,16942.967282522834
1602201600,10930.75,11114.615,10834.735,11056.8425,20500.09047655,17446.927904688335
1602288000,11059.6125,11496.96,11059.0725,11302.1025,17647.72991862,17720.906850641833
1602374400,11301.5225,11446.105,11274.05,11375.2725,10166.85720374,16570.78945079883
1602460800,11375.1175,11730.81,11188.1575,11535.7025,24842.88675708,16959.288546361833
1602547200,11536.2125,11563.475,11314.36,11428.785,18547.78095305,16852.643724696834
1602633600,11431.935,11555.2025,11294.5625,11429.41,15022.48107236,16452.014764775835
1602720000,11431.4725,11628.465,11256.1525,11506.8975,17999.87617846,16279.064974471336
1602806400,11508.1575,11550.1225,11203.2725,11325.495,18801.35077914,16808.212482377337
